22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,38,38,38,22,22,22,22,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,38,22,22,38,22,22,22,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,38,22,22,22,38,22,22,22,20,20,20,22,22,22,38,38,38,38,38,38,38,38,38,38,38,38,38,22,22,22,22,22,22,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,38,22,22,22,22,38,22,22,22,38,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,38,38,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,38,22,22,22,22,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,38,38,22,22,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,38,22,22,38,38,38,22,22,22,22,22,22,22,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,22,22,22,22,22,38,38,38,38,22,22,22,22,38,38,38,38,22,22,22,22,38,38,38,38,38,22,22,22,22,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,22,38,22,38,22,20,20,20,22,38,38,38,22,22,22,22,38,38,38,22,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,38,38,38,38,38,38,22,22,38,38,38,22,22,22,22,22,38,38,38,22,22,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,22,38,22,38,22,20,20,20,38,38,22,22,22,22,38,38,22,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,38,38,38,38,38,38,38,22,22,22,22,22,22,22,38,38,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,22,38,22,38,22,22,22,22,38,38,38,38,38,38,22,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,38,22,22,38,38,38,38,38,22,22,22,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,22,38,22,38,22,38,38,38,38,22,22,22,22,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,22,22,22,38,22,22,38,38,38,22,22,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,22,22,38,38,38,22,20,22,38,22,22,20,20,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,22,22,38,22,22,22,22,38,22,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,22,38,38,38,22,22,20,22,38,22,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,22,38,22,22,22,22,22,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,38,22,38,22,22,20,20,22,38,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,22,22,22,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,38,22,22,38,38,22,22,22,22,38,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,22,38,38,38,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,38,22,22,38,38,22,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,22,22,22,22,22,22,22,38,38,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,38,22,22,38,38,22,38,38,38,38,22,38,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,22,22,22,22,38,22,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,38,22,38,38,38,38,38,22,22,22,38,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,22,22,38,22,22,22,38,38,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,38,22,38,38,22,22,38,38,22,38,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,22,22,38,22,22,22,38,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,38,22,22,22,22,22,38,22,38,38,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,22,22,22,38,22,38,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,38,22,20,20,22,38,38,38,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,22,22,38,38,38,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,38,22,22,20,38,38,22,38,38,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,38,38,38,38,38,38,38,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,38,22,22,20,20,22,22,38,22,38,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,38,22,22,20,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,38,22,20,20,22,22,38,22,38,22,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,753,753,22,22,22,22,22,22,22,38,22,22,20,22,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,38,22,20,20,22,22,38,22,38,22,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,753,22,22,22,22,22,22,22,38,22,22,20,20,20,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,38,22,22,20,22,22,38,22,38,22,20,20,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,753,22,22,22,22,22,22,22,38,22,20,22,20,22,22,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,38,22,22,22,22,38,22,38,22,20,20,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,753,22,22,22,22,22,22,22,22,38,22,20,20,20,22,22,38,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,38,22,22,22,22,22,38,38,22,20,20,20,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,22,22,22,22,22,22,22,22,38,22,20,20,22,22,22,38,22,38,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,38,22,22,22,22,38,38,22,20,20,20,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,753,753,753,22,22,22,22,22,22,22,22,38,22,22,20,22,22,38,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,38,22,22,22,38,22,22,20,22,22,22,22,38,22,38,38,22,22,22,22,22,22,22,38,38,38,22,22,22,22,22,22,22,22,22,22,753,753,22,22,22,22,22,22,22,22,22,38,22,22,20,22,22,38,22,22,22,38,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
